OBJECTID,RCSTA,RC Code,Roadway Name,Station Start,Station End,Functional Class,Factor Group,Specific Recorder Placement,Channel Notes,Vehicle Axle Code,Count Year,Count Month,Day of First Data,Federal Direction,Full Count,1200am-0100am,0100am-0200am,0200am-0300am,0300am-0400am,0400am-0500am,0500am-0600am,0600am-0700am,0700am-0800am,0800am-0900am,0900am-1000am,1000am-1100am,1100am-1200pm,1200pm-0100pm,0100pm-0200pm,0200pm-0300pm,0300pm-0400pm,0400pm-0500pm,0500pm-0600pm,0600pm-0700pm,0700pm-0800pm,0800pm-0900pm,0900pm-1000pm,1000pm-1100pm,1100pm-1200pm,Average Weekday Daily Traffic,Seasonal Factor,Axle Factor,AADT,High Hour Value,High Hour Interval,Average Weekday F1S,Average Weekday F2S,Average Weekday F3S,Average Weekday F4S,Average Weekday F5S,Average Weekday F6S,Average Weekday F7S,Average Weekday F8S,Average Weekday F9S,Average Weekday F10S,Average Weekday F11S,Average Weekday F12S,Average Weekday F13S,Average Weekday Unclassified,Average Weekday Totals,Average Weekday Percent F3_13,Average Weekday Percent F4_13,Average Weekday Percent F4_7,Average Weekday Percent F8_13,Average Weekday Percent F1,Average Weekday Percent F2,Average Weekday Percent F3,Average Weekday Percent F4,Average Weekday Percent F5_7,Axle Correction Factor,Single Unit Peak,Combination Unit Peak,Single Unit AADT,Combination Unit AADT,Average Speed,50th Percentile Speed,85th Percentile Speed,Vehicles Exceeding 55mph,Vehicles Exceeding 65mph,Region,Region Number,County Number,Municipality,Latitude,Longitude,x,y
30876710,368602,36,CASCADILLA ST,FULTON ST,CAYUGA ST,17,30,133' E of Third St.         ,WB travel lane                                    ,1,2016,9,26,Westbound,,3,6,1,0,1,6,21,36,74,61,50,60,68,74,68,104,114,120,74,48,38,24,17,13,1081,1.074,1,1007,120,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44453,-76.50304,376390.625,4700228.1239
30876711,368602,36,CASCADILLA ST,FULTON ST,CAYUGA ST,17,30,133' E of Third St.         ,,1,2016,9,26,Combined Total,Y,9,10,3,6,4,13,43,88,159,144,132,142,155,172,172,218,229,235,159,116,103,64,39,25,2440,1.074,1,2272,235,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44453,-76.50304,376390.625,4700228.1239
30876712,368611,36,ELMIRA RD,S MEADOW ST,S PLAIN ST,16,30,492' S of S Plain St.       ,NB travel lane                                    ,1,2016,9,27,Northbound,,26,16,12,15,36,70,185,363,366,281,267,296,378,393,322,344,371,382,295,273,199,146,82,46,5164,1.074,1,4808,393,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.42985,-76.50497,376203.0005999999,4698600.856899999
30876713,368611,36,ELMIRA RD,S MEADOW ST,S PLAIN ST,16,30,492' S of S Plain St.       ,SB travel lane                                    ,1,2016,9,27,Southbound,,25,21,16,12,13,24,78,172,246,287,311,386,511,450,459,574,719,624,420,284,223,160,94,55,6164,1.074,1,5739,719,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.42985,-76.50497,376203.0005999999,4698600.856899999
30876714,368611,36,ELMIRA RD,S MEADOW ST,S PLAIN ST,16,30,492' S of S Plain St.       ,,1,2016,9,27,Combined Total,Y,51,37,28,27,49,94,263,535,612,568,578,682,889,843,781,918,1090,1006,715,557,422,306,176,101,11328,1.074,1,10547,1090,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.42985,-76.50497,376203.0005999999,4698600.856899999
30876917,364016,36,EDDY ST,E STATE ST,WILLIAMS ST,17,30,77' N of E State St.        ,NB travel lane                                    ,1,2016,10,18,Northbound,,16,12,5,2,3,6,9,36,74,47,40,39,44,34,32,37,46,57,48,40,34,34,23,19,737,1.074,1,686,74,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43827,-76.48735,377668.81060000043,4699510.2776
30876918,364016,36,EDDY ST,E STATE ST,WILLIAMS ST,17,30,77' N of E State St.        ,SB travel lane                                    ,1,2016,10,18,Southbound,,17,14,9,3,1,2,7,8,12,26,22,36,33,35,32,29,41,42,45,40,32,38,28,20,572,1.074,1,533,74,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43827,-76.48735,377668.81060000043,4699510.2776
30876919,364016,36,EDDY ST,E STATE ST,WILLIAMS ST,17,30,77' N of E State St.        ,,1,2016,10,18,Combined Total,Y,33,26,14,5,4,8,16,44,86,73,62,75,77,69,64,66,87,99,93,80,66,72,51,39,1309,1.074,1,1219,99,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43827,-76.48735,377668.81060000043,4699510.2776
30876920,364027,36,MAPLE AVE,DRYDEN RD,ITHACA CITY LINE,17,30,352' W of Veterans Pl.      ,EB travel lane                                    ,1,2016,10,18,Eastbound,,13,7,6,1,3,10,15,47,72,52,44,53,58,55,49,48,73,58,43,29,33,27,22,23,841,1.074,1,783,73,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44117,-76.47574,378629.3244000003,4699815.630000001
30876921,364027,36,MAPLE AVE,DRYDEN RD,ITHACA CITY LINE,17,30,352' W of Veterans Pl.      ,WB travel lane                                    ,1,2016,10,18,Westbound,,10,7,5,1,4,5,18,50,87,52,60,70,72,60,57,66,87,73,55,30,24,26,15,14,948,1.074,1,883,87,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44117,-76.47574,378629.3244000003,4699815.630000001
30876922,364027,36,MAPLE AVE,DRYDEN RD,ITHACA CITY LINE,17,30,352' W of Veterans Pl.      ,,1,2016,10,18,Combined Total,Y,23,14,11,2,7,15,33,97,159,104,104,123,130,115,106,114,160,131,98,59,57,53,37,37,1789,1.074,1,1666,160,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.44117,-76.47574,378629.3244000003,4699815.630000001
30876926,368603,36,GILES ST,WATER ST,STATE ST,17,30,394' S of E State St.       ,NB travel lane                                    ,1,2016,10,18,Northbound,,5,4,5,1,1,5,11,62,61,46,39,41,56,53,62,85,114,142,70,45,30,21,18,16,993,1.074,1,925,142,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43203,-76.47935,378314.73170000035,4698805.886
30876927,368603,36,GILES ST,WATER ST,STATE ST,17,30,394' S of E State St.       ,SB travel lane                                    ,1,2016,10,18,Southbound,,5,3,2,3,13,14,34,93,126,77,59,62,74,64,91,88,122,121,77,47,29,16,16,12,1248,1.074,1,1162,142,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43203,-76.47935,378314.73170000035,4698805.886
30876928,368603,36,GILES ST,WATER ST,STATE ST,17,30,394' S of E State St.       ,,1,2016,10,18,Combined Total,Y,10,7,7,4,14,19,45,155,187,123,98,103,130,117,153,173,236,263,147,92,59,37,34,28,2241,1.074,1,2087,263,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43203,-76.47935,378314.73170000035,4698805.886
30878176,360440,36,E STATE ST,CITY OF ITHACA,AFTER MITCHELL ST,14,30,254' N of Water St.         ,NB travel lane                                    ,1,2016,10,18,Northbound,,21,13,12,11,25,65,165,297,425,251,214,197,226,180,233,223,228,277,218,144,84,67,59,32,3667,1.074,1,3414,425,9,16,2928,492,66,94,14,4,17,29,2,0,0,0,,3662,20,6,5,1,0,80,13,2,3,1,0,0,,,31,33,38,0,0,,3,6,,42.43513,-76.48288,378030.375,4699155.1777
30878253,360440,36,E STATE ST,CITY OF ITHACA,AFTER MITCHELL ST,14,30,254' N of Water St.         ,SB travel lane                                    ,1,2016,10,18,Southbound,,30,26,12,8,14,28,78,143,172,194,190,208,245,258,264,378,440,438,310,268,229,150,91,75,4249,1.074,1,3956,440,17,23,3488,523,54,77,16,4,11,36,6,0,0,0,,4238,17,5,4,1,1,82,12,1,2,1,0,0,,,32,33,38,0,0,,3,6,,42.43513,-76.48288,378030.375,4699155.1777
30878254,360440,36,E STATE ST,CITY OF ITHACA,AFTER MITCHELL ST,14,30,254' N of Water St.         ,,1,2016,10,18,Combined Total,Y,51,39,24,19,39,93,243,440,597,445,404,405,471,438,497,601,668,715,528,412,313,217,150,107,7916,1.074,1,7370,715,18,39,6416,1015,120,171,30,8,28,65,8,0,0,0,,7900,18,5,4,1,0,81,13,2,3,1,0,0,,,32,33,38,0,0,,3,6,,42.43513,-76.48288,378030.375,4699155.1777
30878255,364015,36,DRYDEN RD,COLLEGE AVE,MAPLE AVE,16,30,207' E of Maple Grove Pl.   ,EB travfel lane                                   ,1,2016,10,18,Eastbound,,13,8,4,4,3,3,13,21,36,33,24,25,32,32,34,41,68,45,42,31,33,26,19,14,604,1.074,1,562,68,17,2,521,60,1,12,0,0,0,0,0,0,0,0,,596,12,2,2,0,0,87,10,0,2,1,0,0,,,21,24,29,0,0,,3,6,,42.44109,-76.47869,378386.5451999996,4699810.9690000005
30878256,364015,36,DRYDEN RD,COLLEGE AVE,MAPLE AVE,16,30,207' E of Maple Grove Pl.   ,WB travel lane                                    ,1,2016,10,18,Westbound,,11,5,2,1,1,6,10,14,22,31,28,31,31,33,25,30,33,27,34,27,26,22,17,14,481,1.074,1,448,68,17,1,428,46,0,4,0,0,2,1,0,0,0,0,,482,11,1,1,1,0,89,10,0,1,1,0,0,,,22,24,29,0,0,,3,6,,42.44109,-76.47869,378386.5451999996,4699810.9690000005
30878257,364015,36,DRYDEN RD,COLLEGE AVE,MAPLE AVE,16,30,207' E of Maple Grove Pl.   ,,1,2016,10,18,Combined Total,Y,24,13,6,5,4,9,23,35,58,64,52,56,63,65,59,71,101,72,76,58,59,48,36,28,1085,1.074,1,1010,101,17,3,949,106,1,16,0,0,2,1,0,0,0,0,,1078,12,2,2,0,0,88,10,0,1,1,0,0,,,21,24,29,0,0,,3,6,,42.44109,-76.47869,378386.5451999996,4699810.9690000005
30892251,366025,36,N AURORA ST,E COURT ST,E MARSHALL ST,16,30,94 yds N of E Court St.     ,NB travel lane                                    ,1,2017,10,23,Northbound,,10,12,4,4,11,24,70,149,292,151,133,167,146,152,194,257,289,314,183,128,98,77,51,27,2943,1.078,1,2730,314,18,11,2539,296,20,67,0,0,2,0,0,0,0,0,,2935,13,3,3,0,0,87,10,1,2,1,0,0,,,23,24,29,0,0,,3,6,,42.44347,-76.49579,376984.80009999964,4700099.887499999
30892252,366025,36,N AURORA ST,E COURT ST,E MARSHALL ST,16,30,94 yds N of E Court St.     ,SB travel lane                                    ,1,2017,10,23,Southbound,,1,1,2,1,1,3,7,29,60,39,35,32,40,40,46,67,47,55,55,27,20,22,8,5,643,1.078,1,596,314,18,2,564,63,0,7,1,0,0,0,0,0,0,0,,637,11,1,1,0,0,89,10,0,1,1,0,0,,,18,21,27,0,0,,3,6,,42.44347,-76.49579,376984.80009999964,4700099.887499999
30892253,366025,36,N AURORA ST,E COURT ST,E MARSHALL ST,16,30,94 yds N of E Court St.     ,,1,2017,10,23,Combined Total,Y,11,13,6,5,12,27,77,178,352,190,168,199,186,192,240,324,336,369,238,155,118,99,59,32,3586,1.078,1,3326,369,18,13,3103,359,20,74,1,0,2,0,0,0,0,0,,3572,13,3,3,0,0,87,10,1,2,1,0,0,,,22,24,29,0,0,,3,6,,42.44347,-76.49579,376984.80009999964,4700099.887499999
30892254,366030,36,LAKE ST,E FALLS ST,CITY LINE,16,30,100 yds S of Kline Rd.      ,NB travel lane                                    ,1,2017,10,23,Northbound,,18,10,7,4,13,30,58,147,289,142,122,161,169,159,202,314,361,396,213,132,105,86,47,21,3206,1.078,1,2974,396,18,11,2652,430,29,73,0,0,5,0,0,0,0,0,,3200,17,3,3,0,0,83,13,1,2,1,0,0,,,27,29,34,0,0,,3,6,,42.45394,-76.49509,377062.8499999996,4701261.4725
30892255,366030,36,LAKE ST,E FALLS ST,CITY LINE,16,30,100 yds S of Kline Rd.      ,SB travel lane                                    ,1,2017,10,23,Southbound,,9,5,4,2,4,13,36,158,343,134,104,120,104,103,117,254,201,196,145,87,51,58,24,8,2280,1.078,1,2115,396,18,14,1968,220,28,42,2,0,0,0,0,0,0,0,,2274,13,3,3,0,1,87,10,1,2,1,0,0,,,26,28,33,0,0,,3,6,,42.45394,-76.49509,377062.8499999996,4701261.4725
30892256,366030,36,LAKE ST,E FALLS ST,CITY LINE,16,30,100 yds S of Kline Rd.      ,,1,2017,10,23,Combined Total,Y,27,15,11,6,17,43,94,305,632,276,226,281,273,262,319,568,562,592,358,219,156,144,71,29,5486,1.078,1,5089,632,9,25,4620,650,57,115,2,0,5,0,0,0,0,0,,5474,15,3,3,0,0,84,12,1,2,1,0,0,,,27,29,34,0,0,,3,6,,42.45394,-76.49509,377062.8499999996,4701261.4725
30892257,366031,36,STEWART AVE,WILLARD WAY,VILLAGE LINE,17,30,62 yds N of Willard Way     ,NB travel lane                                    ,1,2017,10,23,Northbound,,28,24,11,4,7,7,23,115,140,110,101,106,122,128,117,131,172,235,150,128,91,89,69,38,2146,1.078,1,1991,235,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.45106,-76.49081,377409.1721000001,4700935.482899999
30892258,366031,36,STEWART AVE,WILLARD WAY,VILLAGE LINE,17,30,62 yds N of Willard Way     ,SB travel lane                                    ,1,2017,10,23,Southbound,,28,17,10,3,2,9,27,103,197,157,112,144,154,150,156,188,238,233,192,124,80,84,54,36,2498,1.078,1,2317,238,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.45106,-76.49081,377409.1721000001,4700935.482899999
30892259,366031,36,STEWART AVE,WILLARD WAY,VILLAGE LINE,17,30,62 yds N of Willard Way     ,,1,2017,10,23,Combined Total,Y,56,41,21,7,9,16,50,218,337,267,213,250,276,278,273,319,410,468,342,252,171,173,123,74,4644,1.078,1,4308,468,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.45106,-76.49081,377409.1721000001,4700935.482899999
30892260,366046,36,FOREST HOME DR,WARREN RD,CALDWELL RD,16,40,109 yds W of Caldwell Rd.   ,EB travel lane                                    ,1,2017,10,23,Eastbound,,5,1,2,2,3,29,49,200,268,160,138,133,160,150,144,187,189,220,110,59,42,34,28,11,2324,1.035,1,2245,268,9,16,2028,245,2,28,0,0,0,0,0,0,0,0,,2319,12,1,1,0,1,87,11,0,1,1,0,0,,,14,12,20,0,0,,3,6,,42.45146,-76.46683,379381.87909999955,4700945.5386
30892261,366046,36,FOREST HOME DR,WARREN RD,CALDWELL RD,16,40,109 yds W of Caldwell Rd.   ,WB travel lane                                    ,1,2017,10,23,Westbound,,10,6,5,3,11,15,66,114,159,130,111,112,150,122,156,169,254,269,127,64,47,33,29,15,2177,1.035,1,2103,269,18,17,1799,304,6,48,1,0,0,0,0,0,0,0,,2175,17,3,3,0,1,83,14,0,2,1,0,0,,,18,21,24,0,0,,3,6,,42.45146,-76.46683,379381.87909999955,4700945.5386
30892262,366046,36,FOREST HOME DR,WARREN RD,CALDWELL RD,16,40,109 yds W of Caldwell Rd.   ,,1,2017,10,23,Combined Total,Y,15,7,7,5,14,44,115,314,427,290,249,245,310,272,300,356,443,489,237,123,89,67,57,26,4501,1.035,1,4348,489,18,33,3827,549,8,76,1,0,0,0,0,0,0,0,,4494,14,2,2,0,1,85,12,0,2,1,0,0,,,16,15,23,0,0,,3,6,,42.45146,-76.46683,379381.87909999955,4700945.5386
30893432,360012,36,,ITHACA TL,FOREST HOME DR,16,30,164 yds E of Game Farm Rd.  ,EB travel lane                                    ,1,2017,10,23,Eastbound,,22,24,17,9,9,21,55,111,136,134,139,160,205,230,287,343,524,461,244,165,122,103,82,47,3650,1.078,1,3386,524,17,14,2886,516,46,93,51,2,18,5,1,0,0,2,,3634,20,6,5,1,0,79,14,1,4,1,0,0,,,41,42,47,0,0,,3,6,,42.45167,-76.4479,380938.9298999999,4700942.1263
30893433,360012,36,,ITHACA TL,FOREST HOME DR,16,30,164 yds E of Game Farm Rd.  ,WB travel lane                                    ,1,2017,10,23,Westbound,,16,14,5,17,48,104,262,588,590,294,222,203,196,192,202,200,205,208,147,98,68,56,49,23,4007,1.078,1,3717,590,9,9,3188,579,42,100,39,16,23,8,2,0,0,0,,4006,20,6,5,1,0,80,14,1,4,1,0,0,,,40,41,45,0,0,,3,6,,42.45167,-76.4479,380938.9298999999,4700942.1263
30893434,360012,36,,ITHACA TL,FOREST HOME DR,16,30,164 yds E of Game Farm Rd.  ,,1,2017,10,23,Combined Total,Y,38,38,22,26,57,125,317,699,726,428,361,363,401,422,489,543,729,669,391,263,190,159,131,70,7657,1.078,1,7103,729,17,23,6074,1095,88,193,90,18,41,13,3,0,0,2,,7640,20,6,5,1,0,80,14,1,4,1,0,0,,,40,41,46,0,0,,3,6,,42.45167,-76.4479,380938.9298999999,4700942.1263
30893435,366024,36,TIOGA ST,E STATE ST,TOMPKINS ST,17,30,26 yds S of Cascadilla Ave. ,NB travel lane                                    ,1,2017,10,23,Northbound,,2,1,1,0,1,2,4,19,48,47,45,56,58,44,52,71,93,83,48,34,26,23,9,5,772,1.078,1,716,93,17,8,673,74,3,9,0,0,0,0,0,0,0,0,,767,11,2,2,0,1,88,10,0,1,1,0,0,,,16,18,24,0,0,,3,6,,42.44365,-76.49709,376878.23709999956,4700121.7598
30893436,366024,36,TIOGA ST,E STATE ST,TOMPKINS ST,17,30,26 yds S of Cascadilla Ave. ,SB travel lane                                    ,1,2017,10,23,Southbound,,2,3,0,2,0,2,10,40,99,67,44,50,42,51,56,74,65,69,42,29,20,17,11,7,802,1.078,1,744,99,9,3,701,77,0,13,0,0,0,0,0,0,0,0,,794,11,2,2,0,0,88,10,0,2,1,0,0,,,17,18,24,0,0,,3,6,,42.44365,-76.49709,376878.23709999956,4700121.7598
30893437,366024,36,TIOGA ST,E STATE ST,TOMPKINS ST,17,30,26 yds S of Cascadilla Ave. ,,1,2017,10,23,Combined Total,Y,4,4,1,2,1,4,14,59,147,114,89,106,100,95,108,145,158,152,90,63,46,40,20,12,1574,1.078,1,1460,158,17,11,1374,151,3,22,0,0,0,0,0,0,0,0,,1561,11,2,2,0,1,88,10,0,1,1,0,0,,,16,18,24,0,0,,3,6,,42.44365,-76.49709,376878.23709999956,4700121.7598
30896042,360444,36,SLATERVILLE RD,CR 174/PINE TREE RD,CITY OF ITHACA,14,30,9 yds W of Winners Circle   ,EB travel lane                                    ,1,2017,10,31,Eastbound,,30,23,16,6,8,22,59,121,161,156,174,204,222,250,262,312,431,400,299,226,183,123,88,55,3831,1.078,1,3554,431,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.42983,-76.47288,378842.70019999985,4698552.3434999995
30896043,360444,36,SLATERVILLE RD,CR 174/PINE TREE RD,CITY OF ITHACA,14,30,9 yds W of Winners Circle   ,WB travel lane                                    ,1,2017,10,31,Westbound,,17,11,12,9,24,63,125,306,442,282,249,212,216,215,220,225,229,274,203,117,77,70,48,35,3681,1.078,1,3415,442,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.42983,-76.47288,378842.70019999985,4698552.3434999995
30896044,360444,36,SLATERVILLE RD,CR 174/PINE TREE RD,CITY OF ITHACA,14,30,9 yds W of Winners Circle   ,,1,2017,10,31,Combined Total,Y,47,34,28,15,32,85,184,427,603,438,423,416,438,465,482,537,660,674,502,343,260,193,136,90,7512,1.078,1,6969,674,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.42983,-76.47288,378842.70019999985,4698552.3434999995
30896045,361214,36,GREEN ST - NY79,NY13 SB No Fulton St,S AURORA ST,14,30,40 yds W of Corn St.        ,EB travel lane                                     / EB passing lane,1,2017,10,30,Eastbound,,39,22,18,22,36,99,251,501,583,452,354,384,418,400,392,418,418,422,373,284,218,148,111,70,6433,1.078,1,5968,583,9,7,4921,1093,97,171,30,8,26,60,4,0,0,0,,6417,23,6,5,1,0,77,17,2,3,1,0,0,,,27,28,34,0,0,,3,6,,42.43838,-76.50658,376087.37009999994,4699550.3837
30896046,361214,36,GREEN ST - NY79,NY13 SB No Fulton St,S AURORA ST,14,30,40 yds W of Corn St.        ,,1,2017,10,30,Combined Total,Y,39,22,18,22,36,99,251,501,583,452,354,384,418,400,392,418,418,422,373,284,218,148,111,70,6433,1.078,1,5968,583,9,7,4921,1093,97,171,30,8,26,60,4,0,0,0,,6417,23,6,5,1,0,77,17,2,3,1,0,0,,,27,28,34,0,0,,3,6,,42.43838,-76.50658,376087.37009999994,4699550.3837
30896047,366015,36,ALBANY ST,S TITUS AVE,CASCADILLA ST,16,30,32 yds N of N Titus Ave.    ,NB travel lane                                    ,1,2017,10,30,Northbound,,4,1,0,3,3,11,22,74,122,89,71,58,75,83,76,83,84,86,53,34,22,20,14,6,1094,1.078,1,1015,122,9,7,909,154,0,17,0,0,0,0,0,0,0,0,,1087,16,2,2,0,1,84,14,0,2,1,0,0,,,19,22,25,0,0,,3,6,,42.43489,-76.50151,376497.5198999997,4699155.4628
30896048,366015,36,ALBANY ST,S TITUS AVE,CASCADILLA ST,16,30,32 yds N of N Titus Ave.    ,SB travel lane                                    ,1,2017,10,30,Southbound,,6,3,1,2,2,2,6,20,27,47,56,57,78,73,68,91,139,114,59,39,27,16,15,11,959,1.078,1,890,139,17,3,758,163,1,26,0,0,0,0,0,0,0,0,,951,20,3,3,0,0,80,17,0,3,1,0,0,,,14,12,20,0,0,,3,6,,42.43489,-76.50151,376497.5198999997,4699155.4628
30896049,366015,36,ALBANY ST,S TITUS AVE,CASCADILLA ST,16,30,32 yds N of N Titus Ave.    ,,1,2017,10,30,Combined Total,Y,10,4,1,5,5,13,28,94,149,136,127,115,153,156,144,174,223,200,112,73,49,36,29,17,2053,1.078,1,1905,223,17,10,1667,317,1,43,0,0,0,0,0,0,0,0,,2038,18,2,2,0,0,82,16,0,2,1,0,0,,,16,18,24,0,0,,3,6,,42.43489,-76.50151,376497.5198999997,4699155.4628
30896050,366027,36,STEWART AVE,E STATE ST,SOUTH AVE,17,30,15 yds S of Edgemoor Ln.    ,NB travel lane                                    ,1,2017,10,31,Northbound,,61,47,19,11,19,34,57,102,189,119,96,115,128,116,105,117,175,224,187,177,141,140,108,83,2570,1.078,1,2384,224,18,3,2160,278,72,41,5,0,0,0,0,0,0,0,,2559,15,5,5,0,0,84,11,3,2,1,0,0,,,23,26,31,0,0,,3,6,,42.4437,-76.48954,377499.2648,4700116.387700001
30896051,366027,36,STEWART AVE,E STATE ST,SOUTH AVE,17,30,15 yds S of Edgemoor Ln.    ,SB travel lane                                    ,1,2017,10,31,Southbound,,86,53,25,15,10,13,30,118,208,203,182,213,222,245,242,285,377,363,325,271,200,174,161,112,4133,1.078,1,3834,377,17,11,3499,428,112,58,14,0,1,1,0,0,0,0,,4124,15,5,4,0,0,85,10,3,2,1,0,0,,,22,25,31,0,0,,3,6,,42.4437,-76.48954,377499.2648,4700116.387700001
30896052,366027,36,STEWART AVE,E STATE ST,SOUTH AVE,17,30,15 yds S of Edgemoor Ln.    ,,1,2017,10,31,Combined Total,Y,147,100,44,26,29,47,87,220,397,322,278,328,350,361,347,402,552,587,512,448,341,314,269,195,6703,1.078,1,6218,587,18,14,5659,706,184,99,19,0,1,1,0,0,0,0,,6683,15,5,5,0,0,85,11,3,2,1,0,0,,,23,26,31,0,0,,3,6,,42.4437,-76.48954,377499.2648,4700116.387700001
30896129,366029,36,N CAYUGA ST,WOODLAND PL,E CITY LINE,16,30,21' N of Woodland Pl.       ,NB travel lane                                    ,1,2017,10,31,Northbound,,6,1,2,0,3,16,18,121,387,83,76,96,92,98,99,213,184,183,122,88,64,49,16,15,2032,1.078,1,1885,387,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.45426,-76.49585,377000.9824000001,4701298.107000001
30896130,366029,36,N CAYUGA ST,WOODLAND PL,E CITY LINE,16,30,21' N of Woodland Pl.       ,SB travel lane                                    ,1,2017,10,31,Southbound,,4,2,2,3,13,20,51,161,313,121,102,103,104,99,118,243,212,181,125,74,45,42,23,8,2169,1.078,1,2012,387,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.45426,-76.49585,377000.9824000001,4701298.107000001
30896131,366029,36,N CAYUGA ST,WOODLAND PL,E CITY LINE,16,30,21' N of Woodland Pl.       ,,1,2017,10,31,Combined Total,Y,10,3,4,3,16,36,69,282,700,204,178,199,196,197,217,456,396,364,247,162,109,91,39,23,4201,1.078,1,3897,700,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.45426,-76.49585,377000.9824000001,4701298.107000001
30896132,366033,36,CECIL A MALONE,CHERRY ST,S MEADOW ST,19,30,31 yds E of Mary St.        ,EB travel lane                                    ,1,2017,10,30,Eastbound,,2,2,2,2,5,9,32,103,127,120,133,143,162,120,144,183,169,154,89,49,25,16,13,8,1812,1.078,1,1681,183,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43646,-76.51258,375590.0751,4699345.961100001
30896133,366033,36,CECIL A MALONE,CHERRY ST,S MEADOW ST,19,30,31 yds E of Mary St.        ,WB travel lane                                    ,1,2017,10,30,Westbound,,6,4,3,3,5,15,39,50,78,70,85,101,86,110,96,100,95,96,63,50,32,22,14,9,1232,1.078,1,1143,183,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43646,-76.51258,375590.0751,4699345.961100001
30896134,366033,36,CECIL A MALONE,CHERRY ST,S MEADOW ST,19,30,31 yds E of Mary St.        ,,1,2017,10,30,Combined Total,Y,8,6,5,5,10,24,71,153,205,190,218,244,248,230,240,283,264,250,152,99,57,38,27,17,3044,1.078,1,2824,283,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,42.43646,-76.51258,375590.0751,4699345.961100001
30896906,361209,36,FOREST HOME DR,NY 366,ITHACA T/L,17,30,383' E of Forest Home Circle,EB travel lane                                    ,1,2017,9,26,Eastbound,,1,1,1,1,0,1,2,8,11,13,12,18,20,18,30,29,32,40,25,18,10,6,4,2,303,1.078,1,281,40,18,2,241,48,1,9,0,0,1,0,0,0,0,0,,302,20,4,3,0,1,80,16,0,3,1,0,0,,,31,33,39,0,0,,3,6,,42.45402,-76.44725,380996.83050000016,4701202.160599999
30896907,361209,36,FOREST HOME DR,NY 366,ITHACA T/L,17,30,383' E of Forest Home Circle,WB travel lane                                    ,1,2017,9,26,Westbound,,2,0,0,1,4,10,21,33,41,24,22,19,20,16,20,23,22,22,18,8,5,2,3,3,339,1.078,1,314,41,9,5,271,44,1,11,0,0,0,0,0,0,0,0,,332,17,4,4,0,2,82,13,0,3,1,0,0,,,31,32,38,0,0,,3,6,,42.45402,-76.44725,380996.83050000016,4701202.160599999
30896908,361209,36,FOREST HOME DR,NY 366,ITHACA T/L,17,30,383' E of Forest Home Circle,,1,2017,9,26,Combined Total,Y,3,1,1,2,4,11,23,41,52,37,34,37,40,34,50,52,54,62,43,26,15,8,7,5,642,1.078,1,595,62,18,7,512,92,2,20,0,0,1,0,0,0,0,0,,634,18,4,3,0,1,81,15,0,3,1,0,0,,,31,33,38,0,0,,3,6,,42.45402,-76.44725,380996.83050000016,4701202.160599999
